Headquarter,Size,Founded,Type,Industry,Revenue,Employer,Job_Title,Basic_Pay,Avg_Pay,Rating,Positive,Negative,Neutral,Online,Campus,Refferal,City,Monthly
New York,1001 to 5000 Employees,21.0,Private,Consulting,$100 to $500 million (USD),Fractal,Data Scientist,1596545.0,1675000.0,4.0,72.0,19.0,9.0,48.0,20.0,15.0,Mumbai,No
India,1001 to 5000 Employees,42.0,Private,Real Estate,$10+ billion (USD),Housing.com,Data Scientist,2320161.0,2320161.0,4.2,54.0,25.0,21.0,31.0,31.0,15.0,Mumbai,No
Morocco,501 to 1000 Employees,8.0,Private,Consulting,$10+ billion (USD),Quantiphi,Data Scientist,965374.0,1017694.0,3.5,47.0,29.0,24.0,68.0,14.0,10.0,Mumbai,No
India,10000+ Employees,44.0,Public,Government Agencies,$10+ billion (USD),Reliance Industries,Data Scientist,1864862.0,1922877.0,3.8,77.0,8.0,15.0,60.0,14.0,9.0,Mumbai,No
India,5001 to 10000 Employees,11.0,Private,"Cable, Internet & Telephone Providers",$10+ billion (USD),Jio,Data Scientist,800000.0,800000.0,3.7,63.0,17.0,20.0,44.0,18.0,17.0,Mumbai,No
New York,10000+ Employees,171.0,Private,Banking/Finance,$10+ billion (USD),Deloitte,Data Scientist,1160332.0,1200706.0,3.9,71.0,11.0,18.0,37.0,36.0,11.0,Mumbai,No
India,10000+ Employees,24.0,Public,Information Technology,$10+ billion (USD),LTI,Data Scientist,46864.0,46864.0,3.6,69.0,16.0,15.0,60.0,15.0,9.0,Mumbai,No
India,1001 to 5000 Employees,16.0,Private,Information Technology,$100 to $500 million (USD),CitiusTech,Data Scientist,286311.0,286311.0,3.8,52.0,33.0,15.0,26.0,19.0,17.0,Mumbai,No
India,51 to 200 Employees,5.0,Private,Banking/Finance,$25 to $50 million (USD),CASHe,Data Scientist,1084136.0,1084136.0,3.2,100.0,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,10000+ Employees,40.0,Public,Information Technology,$10+ billion (USD),Infosys,Data Scientist,1123188.5,1099358.0,3.8,77.0,9.0,15.0,55.0,21.0,12.0,Mumbai,No
Ireland,10000+ Employees,32.0,Public,Consulting,$10+ billion (USD),Accenture,Data Scientist,1365997.0,1297507.0,4.0,70.0,13.0,17.0,37.0,29.0,12.0,Mumbai,No
New York,10000+ Employees,23.0,Private,Banking/Finance,$5 to $10 billion (USD),PwC,Data Scientist,1391861.5,1411381.0,3.9,72.0,9.0,19.0,48.0,30.0,9.0,Mumbai,No
India,10000+ Employees,26.0,Public,Banking/Finance,$10+ billion (USD),HDFC Bank,Data Scientist,1788074.0,2533956.0,3.7,71.0,13.0,17.0,39.0,20.0,17.0,Mumbai,No
Michigan,10000+ Employees,41.0,Private,Information Technology,$1 to $2 billion (USD),Atos-Syntel,Data Scientist,949678.0,852508.0,3.5,67.0,14.0,19.0,36.0,32.0,12.0,Mumbai,No
India,10000+ Employees,65.0,Public,Manufacturing,$10+ billion (USD),Mahindra,Data Scientist,563153.0,995724.0,4.0,78.0,9.0,13.0,52.0,14.0,11.0,Mumbai,No
India,5001 to 10000 Employees,53.0,Private,Banking/Finance,$10+ billion (USD),RBL Bank,Data Scientist,1178660.5,1380385.0,3.7,56.0,25.0,19.0,29.0,21.0,21.0,Mumbai,No
India,10000+ Employees,65.0,Public,Healthcare Medicine,$10+ billion (USD),Piramal Enterprises,Data Scientist,784740.0,840000.0,3.6,76.0,8.0,16.0,33.0,19.0,16.0,Mumbai,No
Connecticut,10000+ Employees,10.0,Public,Transportation,$10+ billion (USD),XPO Logistics,Data Scientist,1804060.5,1539101.0,3.6,55.0,32.0,12.0,59.0,13.0,9.0,Mumbai,No
United Kingdom,10000+ Employees,173.0,Public,Banking/Finance,$10+ billion (USD),Prudential plc,Data Scientist,1013099.5,1078873.0,3.5,63.0,25.0,12.0,45.0,16.0,13.0,Mumbai,No
India,1 to 50 Employees,8.0,Private,Information Technology,Less than $1 million (USD),Arya.ai,Data Scientist,668962.0,1142503.68,3.8,100.0,67.0,33.0,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
New Joursey,10000+ Employees,27.0,Public,Consulting,$10+ billion (USD),Cognizant Technology Solutions,Data Scientist,1342399.0,1342399.0,3.7,73.0,13.0,14.0,43.0,23.0,10.0,Mumbai,No
India,10000+ Employees,35.0,Public,Information Technology,$2 to $5 billion (USD),Tech Mahindra,Data Scientist,864300.0,864300.0,3.6,64.0,18.0,19.0,38.0,23.0,11.0,Mumbai,No
New York,10000+ Employees,25.0,Private,Telecommunication/Television,$2 to $5 billion (USD),ABC,Data Scientist,1010472.5,1010472.5,4.0,68.0,8.0,23.0,62.0,11.0,9.0,Mumbai,No
California,10000+ Employees,23.0,Public,Information Technology,$10+ billion (USD),Google,Data Scientist,104406.0,104406.0,4.5,62.0,15.0,23.0,44.0,22.0,22.0,Mumbai,No
India,5001 to 10000 Employees,21.0,Public,Consulting,$100 to $500 million (USD),eClerx,Data Scientist,52821.5,52821.5,3.5,62.0,17.0,21.0,30.0,20.0,14.0,Mumbai,No
California,1001 to 5000 Employees,11.0,Private,Information Technology,$10+ billion (USD),Freshworks,Data Scientist,490902.0,490902.0,4.3,61.0,27.0,12.0,37.0,26.0,15.0,Mumbai,No
Netherlands,5001 to 10000 Employees,37.0,Private,Information Technology,$10+ billion (USD),HERE Technologies,Data Scientist,1791835.0,1791835.0,3.8,62.0,24.0,15.0,35.0,28.0,12.0,Mumbai,No
Denmark,10000+ Employees,93.0,Private,Transportation,$10+ billion (USD),MAERSK,Data Scientist,1687925.0,1687925.0,4.0,61.0,20.0,19.0,56.0,11.0,10.0,Mumbai,No
India,1001 to 5000 Employees,23.0,Private,Information Technology,$1 to $2 billion (USD),Directi,Data Scientist,1683379.5,1683379.5,4.1,70.0,16.0,14.0,49.0,23.0,11.0,Mumbai,No
India,10000+ Employees,27.0,Public,Banking/Finance,$1 to $2 billion (USD),L&T Financial Services,Data Scientist,939064.0,939064.0,3.3,69.0,10.0,21.0,47.0,18.0,18.0,Mumbai,No
India,1001 to 5000 Employees,44.0,Public,Banking/Finance,$10+ billion (USD),Hdfc,Data Scientist,65527.0,65527.0,3.7,64.0,8.0,28.0,54.0,13.0,11.0,Mumbai,No
India,10000+ Employees,65.0,Public,Healthcare Medicine,$10+ billion (USD),Piramal Enterprises,Data Scientist,784740.0,840000.0,3.6,76.0,8.0,16.0,33.0,19.0,16.0,Mumbai,No
California,201 to 500 Employees,15.0,Private,Healthcare Medicine,$10+ billion (USD),Episource,Data Scientist,58030.5,58030.5,3.8,69.0,21.0,10.0,43.0,15.0,13.0,Mumbai,No
India,51 to 200 Employees,7.0,Private,Information Technology,$5 to $10 million (USD),LogiNext Solutions,Data Scientist,454026.5,454026.5,3.6,63.0,30.0,7.0,59.0,15.0,11.0,Mumbai,No
India,201 to 500 Employees,3.0,Public,Information Technology,$10+ billion (USD),ZEE5,Data Scientist,1210821.0,1210821.0,3.1,56.0,22.0,22.0,38.0,25.0,25.0,Mumbai,No
India,1 to 50 Employees,9.0,Private,Information Technology,$100 to $500 million (USD),Bewakoof Brands,Data Scientist,714104.0,714104.0,3.8,44.0,44.0,13.0,56.0,13.0,13.0,Mumbai,No
India,1 to 50 Employees,1.0,Private,Information Technology,$25 to $50 million (USD),Karza Technologies,Data Scientist,1650159.0,1650159.0,4.3,38.0,58.0,4.0,48.0,13.0,13.0,Mumbai,No
India,51 to 200 Employees,6.0,Public,Information Technology,$50 to $100 million (USD),HDFC Developers,Data Scientist,1462999.0,1462999.0,2.8,33.0,67.0,33.0,33.0,33.0,13.633165829145726,Mumbai,No
India,51 to 200 Employees,6.0,Private,Information Technology,$25 to $50 million (USD),Locobuzz,Data Scientist,818791.5,818791.5,3.7,33.0,67.0,33.0,33.0,33.0,13.633165829145726,Mumbai,No
India,1 to 50 Employees,4.0,Private,Information Technology,$25 to $50 million (USD),Cuddle,Data Scientist,1907705.0,1907705.0,4.9,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,10000+ Employees,76.0,Public,Information Technology,$5 to $10 billion (USD),Wipro,Data Scientist,357822.5,357822.5,3.7,70.0,13.0,17.0,44.0,23.0,11.0,Mumbai,No
Washington,10000+ Employees,27.0,Public,Information Technology,$10+ billion (USD),Amazon,Data Scientist,748177.5,748177.5,4.3,59.0,19.0,23.0,54.0,15.0,12.0,Mumbai,No
India,10000+ Employees,110.0,Public,Information Technology,$10+ billion (USD),IBM,Data Scientist,1158487.5,1158487.5,3.9,69.0,12.0,19.0,43.0,22.0,14.0,Mumbai,No
United Kingdom,10000+ Employees,32.0,Private,Banking/Finance,$10+ billion (USD),EY,Data Scientist,1009560.5,1009560.5,3.8,73.0,9.0,18.0,36.0,36.0,13.0,Mumbai,No
India,10000+ Employees,27.0,Public,Banking/Finance,$10+ billion (USD),ICICI Bank,Data Scientist,676737.0,676737.0,3.6,70.0,9.0,21.0,39.0,28.0,8.0,Mumbai,No
India,10000+ Employees,24.0,Public,Information Technology,$10+ billion (USD),LTI,Data Scientist,599573.5,599573.5,3.6,69.0,16.0,15.0,60.0,15.0,9.0,Mumbai,No
India,10000+ Employees,22.0,Public,Information Technology,$500 million to $1 billion (USD),Mindtree,Data Scientist,993115.0,993115.0,3.9,66.0,17.0,18.0,34.0,25.0,14.0,Mumbai,No
Washington,10000+ Employees,46.0,Public,Information Technology,$10+ billion (USD),Microsoft,Data Scientist,153572.5,153572.5,4.4,66.0,13.0,21.0,33.0,30.0,15.0,Mumbai,No
California,10000+ Employees,37.0,Private,Information Technology,$10+ billion (USD),Cisco Systems,Data Scientist,127202.0,127202.0,4.4,69.0,11.0,19.0,32.0,30.0,18.0,Mumbai,No
New York,10000+ Employees,222.0,Public,Banking/Finance,$10+ billion (USD),J.P. Morgan,Data Scientist,948194.5,1142503.68,4.0,64.0,12.0,23.0,56.0,19.0,9.0,Mumbai,No
New York,10000+ Employees,222.0,Public,Banking/Finance,$10+ billion (USD),J.P. Morgan,Data Scientist,943907.5,1142503.68,4.0,64.0,12.0,23.0,56.0,19.0,9.0,Mumbai,No
India,10000+ Employees,44.0,Public,Government Agencies,$10+ billion (USD),Reliance Industries,Data Scientist,1864862.0,1922877.0,3.8,77.0,8.0,15.0,60.0,14.0,9.0,Mumbai,No
India,10000+ Employees,44.0,Public,Government Agencies,$10+ billion (USD),Reliance Industries,Data Scientist,604399.5,604399.5,3.8,77.0,8.0,15.0,60.0,14.0,9.0,Mumbai,No
Illinois,1001 to 5000 Employees,17.0,Private,Consulting,$10+ billion (USD),Mu Sigma,Data Scientist,2424168.0,2424168.0,3.3,70.0,12.0,19.0,77.0,12.0,5.0,Mumbai,No
India,10000+ Employees,28.0,Private,Banking/Finance,$10+ billion (USD),Axis Bank,Data Scientist,1991598.0,1991598.0,3.5,70.0,11.0,20.0,36.0,30.0,13.0,Mumbai,No
India,10000+ Employees,14.0,Private,Information Technology,$5 to $10 billion (USD),Flipkart,Data Scientist,2511706.0,2511706.0,4.2,58.0,26.0,16.0,29.0,18.0,17.0,Mumbai,No
Ohio,10000+ Employees,22.0,Private,Transportation,$5 to $10 billion (USD),First Student,Data Scientist,597936.0,597936.0,4.1,62.0,8.0,30.0,36.0,36.0,12.0,Mumbai,No
India,10000+ Employees,25.0,Public,Outsource,$100 to $500 million (USD),WNS,Data Scientist,196306.0,196306.0,3.4,56.0,21.0,23.0,21.0,20.0,16.0,Mumbai,No
India,10000+ Employees,7.0,Public,Information Technology,$500 million to $1 billion (USD),L&T Technology Services,Data Scientist,57999.5,57999.5,3.7,72.0,12.0,16.0,50.0,17.0,11.0,Mumbai,No
Missouri,1 to 50 Employees,74.0,Private,Telecommunication/Television,$10+ billion (USD),TCS,Data Scientist,1026759.0,1026759.0,4.0,72.0,9.0,19.0,49.0,33.0,5.0,Mumbai,No
India,10000+ Employees,178.0,Public,Manufacturing,$10+ billion (USD),Siemens,Data Scientist,1215444.5,1215444.5,4.1,67.0,14.0,19.0,46.0,20.0,11.0,Mumbai,No
India,10000+ Employees,76.0,Public,Manufacturing,$10+ billion (USD),Tata Motors,Data Scientist,60858.5,60858.5,4.0,82.0,5.0,14.0,68.0,8.0,6.0,Mumbai,No
India,10000+ Employees,65.0,Public,Manufacturing,$10+ billion (USD),Mahindra,Data Scientist,363709.0,363709.0,4.0,78.0,9.0,13.0,52.0,14.0,11.0,Mumbai,No
India,10000+ Employees,36.0,Private,Banking/Finance,$1 to $2 billion (USD),Kotak Mahindra,Data Scientist,780163.5,780163.5,3.5,70.0,13.0,17.0,27.0,18.0,17.0,Mumbai,No
India,1 to 50 Employees,1.0,Private,Information Technology,$25 to $50 million (USD),DONE by NONE,Data Scientist,103739.0,103739.0,4.1,56.0,12.0,32.0,66.0,12.0,8.0,Mumbai,No
India,5001 to 10000 Employees,20.0,Public,Information Technology,$500 million to $1 billion (USD),Zensar Technologies,Data Scientist,1520043.0,1520043.0,3.5,67.0,18.0,15.0,40.0,19.0,13.0,Mumbai,No
India,1001 to 5000 Employees,34.0,Public,Banking/Finance,$5 to $10 billion (USD),CRISIL,Data Scientist,365696.5,365696.5,3.7,67.0,13.0,20.0,31.0,29.0,14.0,Mumbai,No
India,10000+ Employees,7.0,Private,Information Technology,$10+ billion (USD),Swiggy,Data Scientist,1316024.0,1316024.0,4.0,42.0,45.0,12.0,26.0,23.0,18.0,Mumbai,No
India,201 to 500 Employees,18.0,Private,Film Production & Distribution,$10+ billion (USD),Fresherworld.com,Data Scientist,1225326.5,1142503.68,4.1,57.0,15.0,28.0,66.0,18.0,7.0,Mumbai,No
India,201 to 500 Employees,18.0,Private,Film Production & Distribution,$10+ billion (USD),Fresherworld.com,Data Scientist,1227818.5,1142503.68,4.1,57.0,15.0,28.0,66.0,18.0,7.0,Mumbai,No
India,1001 to 5000 Employees,25.0,Private,Information Technology,$100 to $500 million (USD),Mercedes-Benz Research and Development India,Data Scientist,1217773.5,1217773.5,3.6,58.0,27.0,16.0,32.0,20.0,15.0,Mumbai,No
India,10000+ Employees,30.0,Private,Banking/Finance,$10+ billion (USD),IndusInd Bank,Data Scientist,1996780.0,1996780.0,3.3,60.0,20.0,20.0,28.0,25.0,12.0,Mumbai,No
New York,10000+ Employees,98.0,Public,Information Technology,$5 to $10 billion (USD),Nielsen,Data Scientist,697330.0,697330.0,3.7,65.0,14.0,21.0,46.0,25.0,14.0,Mumbai,No
New York,1001 to 5000 Employees,21.0,Private,Consulting,$100 to $500 million (USD),Fractal,Data Scientist,404091.5,404091.5,4.0,72.0,19.0,9.0,48.0,20.0,15.0,Mumbai,No
India,10000+ Employees,65.0,Private,Banking/Finance,$10+ billion (USD),HDFC Standard Life Insurance,Data Scientist,1235975.0,1286655.0,3.8,73.0,8.0,19.0,28.0,26.0,13.0,Mumbai,No
India,1001 to 5000 Employees,21.0,Public,Information Technology,$100 to $500 million (USD),MakeMyTrip,Data Scientist,1393158.0,1393158.0,4.3,49.0,38.0,13.0,24.0,22.0,20.0,Mumbai,No
India,5001 to 10000 Employees,26.0,Public,Banking/Finance,$10+ billion (USD),Edelweiss Financial Services,Data Scientist,1459763.5,1459763.5,3.6,59.0,17.0,24.0,41.0,16.0,14.0,Mumbai,No
New Joursey,501 to 1000 Employees,23.0,Private,Information Technology,$5 to $10 million (USD),Zycus,Data Scientist,1067851.5,1067851.5,3.4,50.0,28.0,22.0,47.0,29.0,10.0,Mumbai,No
Switzerland,10000+ Employees,41.0,Private,Manufacturing,$10+ billion (USD),Tata,Data Scientist,1230571.5,1230571.5,4.0,72.0,10.0,18.0,35.0,29.0,9.0,Mumbai,No
California,1001 to 5000 Employees,24.0,Private,Information Technology,$1 to $2 billion (USD),TIBCO Software,Data Scientist,1033151.5,1033151.5,4.0,55.0,25.0,20.0,43.0,16.0,14.0,Mumbai,No
Morocco,501 to 1000 Employees,8.0,Private,Consulting,$10+ billion (USD),Quantiphi,Data Scientist,149560.0,149560.0,3.5,47.0,29.0,24.0,68.0,14.0,10.0,Mumbai,No
New York,1001 to 5000 Employees,52.0,Public,Banking/Finance,$1 to $2 billion (USD),MSCI,Data Scientist,590914.0,590914.0,4.0,62.0,20.0,18.0,41.0,18.0,15.0,Mumbai,No
New York,1001 to 5000 Employees,52.0,Public,Banking/Finance,$1 to $2 billion (USD),MSCI,Data Scientist,598414.5,598414.5,4.0,62.0,20.0,18.0,41.0,18.0,15.0,Mumbai,No
New York,5001 to 10000 Employees,13.0,Public,Banking/Finance,$1 to $2 billion (USD),Moody's Analytics,Data Scientist,1320718.0,1320718.0,3.8,60.0,19.0,21.0,44.0,21.0,15.0,Mumbai,No
India,1001 to 5000 Employees,34.0,Private,Real Estate,$10+ billion (USD),Angel Broking,Data Scientist,253632.5,253632.5,3.7,70.0,16.0,14.0,34.0,20.0,18.0,Mumbai,No
India,1001 to 5000 Employees,34.0,Public,Real Estate,$5 to $10 billion (USD),Motilal Oswal Securities,Data Scientist,578913.0,578913.0,3.6,58.0,29.0,13.0,31.0,25.0,20.0,Mumbai,No
Minnesota,10000+ Employees,155.0,Public,Manufacturing,$10+ billion (USD),General Mills,Data Scientist,2353184.5,2353184.5,4.2,73.0,10.0,17.0,38.0,36.0,10.0,Mumbai,No
India,1001 to 5000 Employees,42.0,Private,Banking/Finance,$1 to $2 billion (USD),Tata Capital,Data Scientist,1123750.5,1123750.5,3.5,74.0,8.0,18.0,58.0,17.0,14.0,Mumbai,No
Illinois,10000+ Employees,9.0,Public,Manufacturing,$10+ billion (USD),Mondelēz International,Data Scientist,2040129.5,2040129.5,3.9,66.0,15.0,19.0,60.0,14.0,10.0,Mumbai,No
India,1001 to 5000 Employees,8.0,Private,Education,$10 to $25 million (USD),Great Learning,Data Scientist,990164.0,990164.0,4.2,50.0,36.0,14.0,29.0,23.0,23.0,Mumbai,No
India,1001 to 5000 Employees,42.0,Private,Banking/Finance,$1 to $2 billion (USD),infrasoft technologies,Data Scientist,476420.0,476420.0,3.9,55.0,21.0,24.0,30.0,20.0,14.0,Mumbai,No
India,1001 to 5000 Employees,14.0,Private,Telecommunication/Television,$100 to $500 million (USD),Viacom 18,Data Scientist,720799.0,720799.0,3.9,60.0,13.0,27.0,30.0,15.0,15.0,Mumbai,No
France,10000+ Employees,95.0,Private,Outsource,$5 to $10 billion (USD),Publicis Groupe,Data Scientist,654852.5,654852.0,3.7,53.0,19.0,28.0,45.0,18.0,15.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Banking/Finance,$25 to $50 million (USD),Decimal Point Analytics,Data Scientist,1021274.0,1021274.0,3.4,63.0,9.0,28.0,49.0,33.0,7.0,Mumbai,No
India,501 to 1000 Employees,14.0,Private,Information Technology,$10+ billion (USD),Iksula,Data Scientist,899380.0,899380.0,3.5,55.0,29.0,16.0,24.0,22.0,14.0,Mumbai,No
India,201 to 500 Employees,5.0,Private,Information Technology,$100 to $500 million (USD),Cogoport,Data Scientist,658015.0,658015.0,2.3,41.0,50.0,9.0,61.0,17.0,6.0,Mumbai,No
Ireland,10000+ Employees,41.0,Public,Banking/Finance,$2 to $5 billion (USD),Experian,Data Scientist,346177.0,346177.0,4.2,57.0,27.0,16.0,50.0,19.0,13.0,Mumbai,No
Ireland,10000+ Employees,41.0,Public,Banking/Finance,$2 to $5 billion (USD),Experian,Data Scientist,347411.0,347411.0,4.2,57.0,27.0,16.0,50.0,19.0,13.0,Mumbai,No
California,501 to 1000 Employees,18.0,Private,Information Technology,$10+ billion (USD),V2 Solutions,Data Scientist,1148260.5,1148260.5,3.6,61.0,26.0,13.0,33.0,19.0,14.0,Mumbai,No
California,201 to 500 Employees,7.0,Private,Information Technology,$100 to $500 million (USD),Postman,Data Scientist,1324283.5,1324283.5,4.4,44.0,39.0,17.0,64.0,16.0,8.0,Mumbai,No
India,1001 to 5000 Employees,40.0,Public,Manufacturing,$100 to $500 million (USD),Nilkamal,Data Scientist,601917.0,601917.0,3.7,42.0,33.0,25.0,33.0,22.0,22.0,Mumbai,No
India,501 to 1000 Employees,15.0,Private,Information Technology,$10+ billion (USD),Play Games24x7,Data Scientist,2073364.0,2073364.0,4.0,50.0,38.0,12.0,32.0,32.0,20.0,Mumbai,No
India,201 to 500 Employees,7.0,Private,Information Technology,$100 to $500 million (USD),Turtlemint,Data Scientist,1257937.0,1257937.0,3.6,14.0,79.0,7.0,38.0,31.0,15.0,Mumbai,No
India,201 to 500 Employees,3.0,Public,Information Technology,$10+ billion (USD),ZEE5,Data Scientist,627415.0,627414.5,3.1,56.0,22.0,22.0,38.0,25.0,25.0,Mumbai,No
India,51 to 200 Employees,8.0,Private,Consulting,$1 to $2 billion (USD),Fork Media,Data Scientist,605615.0,605615.0,3.4,50.0,25.0,25.0,75.0,25.0,13.633165829145726,Mumbai,No
India,201 to 500 Employees,14.0,Private,Transportation,$10+ billion (USD),Meru Mobility Tech,Data Scientist,1034757.5,1034757.5,4.2,47.0,33.0,20.0,44.0,31.0,13.0,Mumbai,No
California,51 to 200 Employees,8.0,Private,Information Technology,$1 to $2 billion (USD),CleverTap,Data Scientist,1991756.5,1991756.5,4.0,70.0,25.0,5.0,38.0,25.0,13.0,Mumbai,No
Australia,1001 to 5000 Employees,24.0,Private,Information Technology,$100 to $500 million (USD),Planit,Data Scientist,733929.0,733929.0,3.4,48.0,28.0,24.0,83.0,8.0,6.0,Mumbai,No
India,501 to 1000 Employees,12.0,Private,Banking/Finance,$100 to $500 million (USD),Axis Mutual Fund,Data Scientist,84470.0,84470.0,3.7,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,51 to 200 Employees,20.0,Private,Information Technology,$10+ billion (USD),D2K Technologies India,Data Scientist,277068.0,277068.0,2.8,20.0,60.0,20.0,75.0,25.0,13.633165829145726,Mumbai,No
California,1001 to 5000 Employees,9.0,Public,Telecommunication/Television,$100 to $500 million (USD),Global Eagle,Data Scientist,4398751.0,4398751.0,2.8,45.0,32.0,23.0,68.0,11.0,11.0,Mumbai,No
Alabama,201 to 500 Employees,57.0,Private,Consulting,$25 to $50 million (USD),TTL,Data Scientist,10222.0,10222.0,3.8,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
Michigan,501 to 1000 Employees,15.0,Private,Information Technology,$25 to $50 million (USD),Shorewise Consulting,Data Scientist,453120.0,453120.0,4.2,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
California,1001 to 5000 Employees,14.0,Public,Information Technology,$1 to $2 billion (USD),Zendesk,Data Scientist,45856.0,45856.0,4.4,48.0,37.0,14.0,57.0,20.0,16.0,Mumbai,No
India,51 to 200 Employees,3.0,Private,Consulting,$25 to $50 million (USD),NEWJ,Data Scientist,1422848.0,1422848.0,3.5,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
California,201 to 500 Employees,19.0,Public,Outsource,$10+ billion (USD),Creative Circle,Data Scientist,25350.5,25350.0,3.7,52.0,28.0,20.0,71.0,13.0,6.0,Mumbai,No
India,51 to 200 Employees,3.0,Private,Information Technology,$1 to $5 million (USD),Javis,Data Scientist,1635903.0,1635903.0,3.862131837307152,63.94645441389291,25.77729257641921,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,5001 to 10000 Employees,26.0,Public,Banking/Finance,$10+ billion (USD),Edelweiss Financial Services,Data Scientist,238760.0,225745.0,3.6,59.0,17.0,24.0,41.0,16.0,14.0,Mumbai,No
India,1 to 50 Employees,5.0,Private,Information Technology,$25 to $50 million (USD),Sciative Solutions,Data Scientist,534051.0,403950.0,3.6,69.0,8.0,23.0,55.0,36.0,9.0,Mumbai,No
India,5001 to 10000 Employees,21.0,Public,Consulting,$100 to $500 million (USD),eClerx,Data Scientist,1429810.5,1142503.68,3.5,62.0,17.0,21.0,30.0,20.0,14.0,Mumbai,No
New York,1001 to 5000 Employees,21.0,Private,Consulting,$100 to $500 million (USD),Fractal,Data Scientist,415246.5,415246.5,4.0,72.0,19.0,9.0,48.0,20.0,15.0,Mumbai,No
New York,1001 to 5000 Employees,52.0,Public,Banking/Finance,$1 to $2 billion (USD),MSCI,Data Scientist,743347.5,743347.5,4.0,62.0,20.0,18.0,41.0,18.0,15.0,Mumbai,No
India,1 to 50 Employees,1.0,Private,Information Technology,$25 to $50 million (USD),Karza Technologies,Data Scientist,199040.0,199040.0,4.3,38.0,58.0,4.0,48.0,13.0,13.0,Mumbai,No
New York,1001 to 5000 Employees,21.0,Private,Consulting,$100 to $500 million (USD),Fractal,Data Scientist,2069333.0,2069333.0,4.0,72.0,19.0,9.0,48.0,20.0,15.0,Mumbai,No
India,10000+ Employees,65.0,Private,Banking/Finance,$10+ billion (USD),HDFC Standard Life Insurance,Data Scientist,2574424.5,3000000.0,3.8,73.0,8.0,19.0,28.0,26.0,13.0,Mumbai,No
Netherlands,5001 to 10000 Employees,37.0,Private,Information Technology,$10+ billion (USD),HERE Technologies,Data Scientist,4070074.0,4070074.0,3.8,62.0,24.0,15.0,35.0,28.0,12.0,Mumbai,No
Ireland,10000+ Employees,32.0,Public,Consulting,$10+ billion (USD),Accenture,Data Scientist,2471678.0,2471678.0,4.0,70.0,13.0,17.0,37.0,29.0,12.0,Mumbai,No
India,1 to 50 Employees,15.0,Private,Information Technology,$25 to $50 million (USD),Neoquant Solutions,Data Scientist,357763.5,357763.5,3.5,71.0,24.0,6.0,43.0,21.0,14.0,Mumbai,No
India,1 to 50 Employees,5.0,Private,Information Technology,$25 to $50 million (USD),Sciative Solutions,Data Scientist,489804.5,1142503.68,3.6,69.0,8.0,23.0,55.0,36.0,9.0,Mumbai,No
Washington,10000+ Employees,27.0,Public,Information Technology,$10+ billion (USD),Amazon,Data Scientist,62097.0,62097.0,4.3,59.0,19.0,23.0,54.0,15.0,12.0,Mumbai,No
United Kingdom,10000+ Employees,32.0,Private,Banking/Finance,$10+ billion (USD),EY,Data Scientist,395769.0,395769.0,3.8,73.0,9.0,18.0,36.0,36.0,13.0,Mumbai,No
New York,10000+ Employees,23.0,Private,Banking/Finance,$5 to $10 billion (USD),PwC,Data Scientist,486044.0,486044.0,3.9,72.0,9.0,19.0,48.0,30.0,9.0,Mumbai,No
India,10000+ Employees,65.0,Public,Manufacturing,$10+ billion (USD),Mahindra,Data Scientist,259137.0,259137.0,4.0,78.0,9.0,13.0,52.0,14.0,11.0,Mumbai,No
India,1001 to 5000 Employees,6.0,Private,Education,$10 to $25 million (USD),upGrad,Data Scientist,2380828.5,2380828.5,3.2,57.0,28.0,15.0,43.0,22.0,18.0,Mumbai,No
Minnesota,10000+ Employees,155.0,Public,Manufacturing,$10+ billion (USD),General Mills,Data Scientist,129490.0,129490.0,4.2,73.0,10.0,17.0,38.0,36.0,10.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Information Technology,$25 to $50 million (USD),WorkIndia,Data Scientist,1031868.0,1031868.0,3.4,38.0,52.0,10.0,35.0,24.0,24.0,Mumbai,No
India,51 to 200 Employees,9.0,Private,Information Technology,$5 to $10 million (USD),Intelligence Node,Data Scientist,328721.0,328721.0,3.5,64.0,9.0,27.0,50.0,40.0,10.0,Mumbai,No
India,51 to 200 Employees,6.0,Private,Banking/Finance,$25 to $50 million (USD),Aptivaa,Data Scientist,182381.0,182381.0,4.3,100.0,50.0,50.0,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
India,1 to 50 Employees,4.0,Private,Information Technology,$1 to $5 million (USD),Sabertooth Technologies,Data Scientist,120537.0,120537.0,3.6,100.0,100.0,20.723146747352494,42.9423676012461,21.65818759936407,13.633165829145726,Mumbai,No
